id,latitude,longitude,date_M_D_YYYY,date_M_D_YYYY_00_00_00,date_YYYY-MM-DD,date_YYYY-MM-DD_00_00_00,date_YYYY-MM-DDT00_00_00,date_YYYY-MM-DDT00_00_00Z,date_YYYY-MM-DDT00_00_00_America_LosAngeles,date_YYYY-MM-DDT00_00_00_America_NewYork,str_yyyy,str_yyyy-MM,str_yyyy-MM-dd,str1_yyyy-MM-dd_HH-mm-ss,int_yyyy,int_yyyyMM,int_yyyyMMdd,dbl1_yyyyMMddHHmmss,dbl2_yyyyMMddHHmmss,dbl_yyyyMMddHHmmssS,day,month,month_str_1,year,weekday,weekday_str,week_number,day365,isfeb29,DST,DST_switch,DST_adjust
1227,18.75,-21.25,5/11/2025,5/11/2025 00:00:00,2025-05-11,2025-05-11 00:00:00,2025-05-11T00:00:00,2025-05-11T00:00:00Z,2025-05-11T00:00:00-07:00,2025-05-11T00:00:00-04:00,2025,2025-05,2025-05-11,2025-05-11 00:00:00,2025,202505,20250511,20250511000000,20250511235959,20250511235959.5,11,5,May,2025,1,Sunday,20,131,0,1,0,0
1228,18.875,-21.375,5/12/2025,5/12/2025 00:00:00,2025-05-12,2025-05-12 00:00:00,2025-05-12T00:00:00,2025-05-12T00:00:00Z,2025-05-12T00:00:00-07:00,2025-05-12T00:00:00-04:00,2025,2025-05,2025-05-12,2025-05-12 00:00:00,2025,202505,20250512,20250512000000,20250512235959,20250512235959.5,12,5,May,2025,2,Monday,20,132,0,1,0,0
1229,19,-21.5,5/13/2025,5/13/2025 00:00:00,2025-05-13,2025-05-13 00:00:00,2025-05-13T00:00:00,2025-05-13T00:00:00Z,2025-05-13T00:00:00-07:00,2025-05-13T00:00:00-04:00,2025,2025-05,2025-05-13,2025-05-13 00:00:00,2025,202505,20250513,20250513000000,20250513235959,20250513235959.5,13,5,May,2025,3,Tuesday,20,133,0,1,0,0
1230,19.125,-21.625,5/14/2025,5/14/2025 00:00:00,2025-05-14,2025-05-14 00:00:00,2025-05-14T00:00:00,2025-05-14T00:00:00Z,2025-05-14T00:00:00-07:00,2025-05-14T00:00:00-04:00,2025,2025-05,2025-05-14,2025-05-14 00:00:00,2025,202505,20250514,20250514000000,20250514235959,20250514235959.5,14,5,May,2025,4,Wednesday,20,134,0,1,0,0
1231,19.25,-21.75,5/15/2025,5/15/2025 00:00:00,2025-05-15,2025-05-15 00:00:00,2025-05-15T00:00:00,2025-05-15T00:00:00Z,2025-05-15T00:00:00-07:00,2025-05-15T00:00:00-04:00,2025,2025-05,2025-05-15,2025-05-15 00:00:00,2025,202505,20250515,20250515000000,20250515235959,20250515235959.5,15,5,May,2025,5,Thursday,20,135,0,1,0,0
1232,19.375,-21.875,5/16/2025,5/16/2025 00:00:00,2025-05-16,2025-05-16 00:00:00,2025-05-16T00:00:00,2025-05-16T00:00:00Z,2025-05-16T00:00:00-07:00,2025-05-16T00:00:00-04:00,2025,2025-05,2025-05-16,2025-05-16 00:00:00,2025,202505,20250516,20250516000000,20250516235959,20250516235959.5,16,5,May,2025,6,Friday,20,136,0,1,0,0
1233,19.5,-22,5/17/2025,5/17/2025 00:00:00,2025-05-17,2025-05-17 00:00:00,2025-05-17T00:00:00,2025-05-17T00:00:00Z,2025-05-17T00:00:00-07:00,2025-05-17T00:00:00-04:00,2025,2025-05,2025-05-17,2025-05-17 00:00:00,2025,202505,20250517,20250517000000,20250517235959,20250517235959.5,17,5,May,2025,7,Saturday,20,137,0,1,0,0
1234,19.75,-22.125,5/18/2025,5/18/2025 00:00:00,2025-05-18,2025-05-18 00:00:00,2025-05-18T00:00:00,2025-05-18T00:00:00Z,2025-05-18T00:00:00-07:00,2025-05-18T00:00:00-04:00,2025,2025-05,2025-05-18,2025-05-18 00:00:00,2025,202505,20250518,20250518000000,20250518235959,20250518235959.5,18,5,May,2025,1,Sunday,21,138,0,1,0,0
1235,19.875,-22.25,5/19/2025,5/19/2025 00:00:00,2025-05-19,2025-05-19 00:00:00,2025-05-19T00:00:00,2025-05-19T00:00:00Z,2025-05-19T00:00:00-07:00,2025-05-19T00:00:00-04:00,2025,2025-05,2025-05-19,2025-05-19 00:00:00,2025,202505,20250519,20250519000000,20250519235959,20250519235959.5,19,5,May,2025,2,Monday,21,139,0,1,0,0
1236,20,-22.375,5/20/2025,5/20/2025 00:00:00,2025-05-20,2025-05-20 00:00:00,2025-05-20T00:00:00,2025-05-20T00:00:00Z,2025-05-20T00:00:00-07:00,2025-05-20T00:00:00-04:00,2025,2025-05,2025-05-20,2025-05-20 00:00:00,2025,202505,20250520,20250520000000,20250520235959,20250520235959.5,20,5,May,2025,3,Tuesday,21,140,0,1,0,0
1237,20.125,-22.5,5/21/2025,5/21/2025 00:00:00,2025-05-21,2025-05-21 00:00:00,2025-05-21T00:00:00,2025-05-21T00:00:00Z,2025-05-21T00:00:00-07:00,2025-05-21T00:00:00-04:00,2025,2025-05,2025-05-21,2025-05-21 00:00:00,2025,202505,20250521,20250521000000,20250521235959,20250521235959.5,21,5,May,2025,4,Wednesday,21,141,0,1,0,0
1238,20.25,-22.625,5/22/2025,5/22/2025 00:00:00,2025-05-22,2025-05-22 00:00:00,2025-05-22T00:00:00,2025-05-22T00:00:00Z,2025-05-22T00:00:00-07:00,2025-05-22T00:00:00-04:00,2025,2025-05,2025-05-22,2025-05-22 00:00:00,2025,202505,20250522,20250522000000,20250522235959,20250522235959.5,22,5,May,2025,5,Thursday,21,142,0,1,0,0
1239,20.375,-22.75,5/23/2025,5/23/2025 00:00:00,2025-05-23,2025-05-23 00:00:00,2025-05-23T00:00:00,2025-05-23T00:00:00Z,2025-05-23T00:00:00-07:00,2025-05-23T00:00:00-04:00,2025,2025-05,2025-05-23,2025-05-23 00:00:00,2025,202505,20250523,20250523000000,20250523235959,20250523235959.5,23,5,May,2025,6,Friday,21,143,0,1,0,0
1240,20.5,-22.875,5/24/2025,5/24/2025 00:00:00,2025-05-24,2025-05-24 00:00:00,2025-05-24T00:00:00,2025-05-24T00:00:00Z,2025-05-24T00:00:00-07:00,2025-05-24T00:00:00-04:00,2025,2025-05,2025-05-24,2025-05-24 00:00:00,2025,202505,20250524,20250524000000,20250524235959,20250524235959.5,24,5,May,2025,7,Saturday,21,144,0,1,0,0
1241,20.75,-23,5/25/2025,5/25/2025 00:00:00,2025-05-25,2025-05-25 00:00:00,2025-05-25T00:00:00,2025-05-25T00:00:00Z,2025-05-25T00:00:00-07:00,2025-05-25T00:00:00-04:00,2025,2025-05,2025-05-25,2025-05-25 00:00:00,2025,202505,20250525,20250525000000,20250525235959,20250525235959.5,25,5,May,2025,1,Sunday,22,145,0,1,0,0
1242,20.875,-23.125,5/26/2025,5/26/2025 00:00:00,2025-05-26,2025-05-26 00:00:00,2025-05-26T00:00:00,2025-05-26T00:00:00Z,2025-05-26T00:00:00-07:00,2025-05-26T00:00:00-04:00,2025,2025-05,2025-05-26,2025-05-26 00:00:00,2025,202505,20250526,20250526000000,20250526235959,20250526235959.5,26,5,May,2025,2,Monday,22,146,0,1,0,0
1243,21,-23.25,5/27/2025,5/27/2025 00:00:00,2025-05-27,2025-05-27 00:00:00,2025-05-27T00:00:00,2025-05-27T00:00:00Z,2025-05-27T00:00:00-07:00,2025-05-27T00:00:00-04:00,2025,2025-05,2025-05-27,2025-05-27 00:00:00,2025,202505,20250527,20250527000000,20250527235959,20250527235959.5,27,5,May,2025,3,Tuesday,22,147,0,1,0,0
1244,21.125,-23.375,5/28/2025,5/28/2025 00:00:00,2025-05-28,2025-05-28 00:00:00,2025-05-28T00:00:00,2025-05-28T00:00:00Z,2025-05-28T00:00:00-07:00,2025-05-28T00:00:00-04:00,2025,2025-05,2025-05-28,2025-05-28 00:00:00,2025,202505,20250528,20250528000000,20250528235959,20250528235959.5,28,5,May,2025,4,Wednesday,22,148,0,1,0,0
1245,21.25,-23.5,5/29/2025,5/29/2025 00:00:00,2025-05-29,2025-05-29 00:00:00,2025-05-29T00:00:00,2025-05-29T00:00:00Z,2025-05-29T00:00:00-07:00,2025-05-29T00:00:00-04:00,2025,2025-05,2025-05-29,2025-05-29 00:00:00,2025,202505,20250529,20250529000000,20250529235959,20250529235959.5,29,5,May,2025,5,Thursday,22,149,0,1,0,0
1246,21.375,-23.625,5/30/2025,5/30/2025 00:00:00,2025-05-30,2025-05-30 00:00:00,2025-05-30T00:00:00,2025-05-30T00:00:00Z,2025-05-30T00:00:00-07:00,2025-05-30T00:00:00-04:00,2025,2025-05,2025-05-30,2025-05-30 00:00:00,2025,202505,20250530,20250530000000,20250530235959,20250530235959.5,30,5,May,2025,6,Friday,22,150,0,1,0,0
1247,21.5,-23.75,5/31/2025,5/31/2025 00:00:00,2025-05-31,2025-05-31 00:00:00,2025-05-31T00:00:00,2025-05-31T00:00:00Z,2025-05-31T00:00:00-07:00,2025-05-31T00:00:00-04:00,2025,2025-05,2025-05-31,2025-05-31 00:00:00,2025,202505,20250531,20250531000000,20250531235959,20250531235959.5,31,5,May,2025,7,Saturday,22,151,0,1,0,0
1248,21.75,-24.875,6/1/2025,6/1/2025 00:00:00,2025-06-01,2025-06-01 00:00:00,2025-06-01T00:00:00,2025-06-01T00:00:00Z,2025-06-01T00:00:00-07:00,2025-06-01T00:00:00-04:00,2025,2025-06,2025-06-01,2025-06-01 00:00:00,2025,202506,20250601,20250601000000,20250601235959,20250601235959.5,1,6,Jun,2025,1,Sunday,23,152,0,1,0,0
1249,21.875,-25,6/2/2025,6/2/2025 00:00:00,2025-06-02,2025-06-02 00:00:00,2025-06-02T00:00:00,2025-06-02T00:00:00Z,2025-06-02T00:00:00-07:00,2025-06-02T00:00:00-04:00,2025,2025-06,2025-06-02,2025-06-02 00:00:00,2025,202506,20250602,20250602000000,20250602235959,20250602235959.5,2,6,Jun,2025,2,Monday,23,153,0,1,0,0
1250,22,-25.125,6/3/2025,6/3/2025 00:00:00,2025-06-03,2025-06-03 00:00:00,2025-06-03T00:00:00,2025-06-03T00:00:00Z,2025-06-03T00:00:00-07:00,2025-06-03T00:00:00-04:00,2025,2025-06,2025-06-03,2025-06-03 00:00:00,2025,202506,20250603,20250603000000,20250603235959,20250603235959.5,3,6,Jun,2025,3,Tuesday,23,154,0,1,0,0
1251,22.125,-25.25,6/4/2025,6/4/2025 00:00:00,2025-06-04,2025-06-04 00:00:00,2025-06-04T00:00:00,2025-06-04T00:00:00Z,2025-06-04T00:00:00-07:00,2025-06-04T00:00:00-04:00,2025,2025-06,2025-06-04,2025-06-04 00:00:00,2025,202506,20250604,20250604000000,20250604235959,20250604235959.5,4,6,Jun,2025,4,Wednesday,23,155,0,1,0,0
1252,22.25,-25.375,6/5/2025,6/5/2025 00:00:00,2025-06-05,2025-06-05 00:00:00,2025-06-05T00:00:00,2025-06-05T00:00:00Z,2025-06-05T00:00:00-07:00,2025-06-05T00:00:00-04:00,2025,2025-06,2025-06-05,2025-06-05 00:00:00,2025,202506,20250605,20250605000000,20250605235959,20250605235959.5,5,6,Jun,2025,5,Thursday,23,156,0,1,0,0
1253,22.375,-25.5,6/6/2025,6/6/2025 00:00:00,2025-06-06,2025-06-06 00:00:00,2025-06-06T00:00:00,2025-06-06T00:00:00Z,2025-06-06T00:00:00-07:00,2025-06-06T00:00:00-04:00,2025,2025-06,2025-06-06,2025-06-06 00:00:00,2025,202506,20250606,20250606000000,20250606235959,20250606235959.5,6,6,Jun,2025,6,Friday,23,157,0,1,0,0
1254,22.5,-25.625,6/7/2025,6/7/2025 00:00:00,2025-06-07,2025-06-07 00:00:00,2025-06-07T00:00:00,2025-06-07T00:00:00Z,2025-06-07T00:00:00-07:00,2025-06-07T00:00:00-04:00,2025,2025-06,2025-06-07,2025-06-07 00:00:00,2025,202506,20250607,20250607000000,20250607235959,20250607235959.5,7,6,Jun,2025,7,Saturday,23,158,0,1,0,0
1255,22.75,-25.75,6/8/2025,6/8/2025 00:00:00,2025-06-08,2025-06-08 00:00:00,2025-06-08T00:00:00,2025-06-08T00:00:00Z,2025-06-08T00:00:00-07:00,2025-06-08T00:00:00-04:00,2025,2025-06,2025-06-08,2025-06-08 00:00:00,2025,202506,20250608,20250608000000,20250608235959,20250608235959.5,8,6,Jun,2025,1,Sunday,24,159,0,1,0,0
1256,22.875,-25.875,6/9/2025,6/9/2025 00:00:00,2025-06-09,2025-06-09 00:00:00,2025-06-09T00:00:00,2025-06-09T00:00:00Z,2025-06-09T00:00:00-07:00,2025-06-09T00:00:00-04:00,2025,2025-06,2025-06-09,2025-06-09 00:00:00,2025,202506,20250609,20250609000000,20250609235959,20250609235959.5,9,6,Jun,2025,2,Monday,24,160,0,1,0,0
1257,23,-26,6/10/2025,6/10/2025 00:00:00,2025-06-10,2025-06-10 00:00:00,2025-06-10T00:00:00,2025-06-10T00:00:00Z,2025-06-10T00:00:00-07:00,2025-06-10T00:00:00-04:00,2025,2025-06,2025-06-10,2025-06-10 00:00:00,2025,202506,20250610,20250610000000,20250610235959,20250610235959.5,10,6,Jun,2025,3,Tuesday,24,161,0,1,0,0
1258,23.125,-26.125,6/11/2025,6/11/2025 00:00:00,2025-06-11,2025-06-11 00:00:00,2025-06-11T00:00:00,2025-06-11T00:00:00Z,2025-06-11T00:00:00-07:00,2025-06-11T00:00:00-04:00,2025,2025-06,2025-06-11,2025-06-11 00:00:00,2025,202506,20250611,20250611000000,20250611235959,20250611235959.5,11,6,Jun,2025,4,Wednesday,24,162,0,1,0,0
1259,23.25,-26.25,6/12/2025,6/12/2025 00:00:00,2025-06-12,2025-06-12 00:00:00,2025-06-12T00:00:00,2025-06-12T00:00:00Z,2025-06-12T00:00:00-07:00,2025-06-12T00:00:00-04:00,2025,2025-06,2025-06-12,2025-06-12 00:00:00,2025,202506,20250612,20250612000000,20250612235959,20250612235959.5,12,6,Jun,2025,5,Thursday,24,163,0,1,0,0
1260,23.375,-26.375,6/13/2025,6/13/2025 00:00:00,2025-06-13,2025-06-13 00:00:00,2025-06-13T00:00:00,2025-06-13T00:00:00Z,2025-06-13T00:00:00-07:00,2025-06-13T00:00:00-04:00,2025,2025-06,2025-06-13,2025-06-13 00:00:00,2025,202506,20250613,20250613000000,20250613235959,20250613235959.5,13,6,Jun,2025,6,Friday,24,164,0,1,0,0
1261,23.5,-26.5,6/14/2025,6/14/2025 00:00:00,2025-06-14,2025-06-14 00:00:00,2025-06-14T00:00:00,2025-06-14T00:00:00Z,2025-06-14T00:00:00-07:00,2025-06-14T00:00:00-04:00,2025,2025-06,2025-06-14,2025-06-14 00:00:00,2025,202506,20250614,20250614000000,20250614235959,20250614235959.5,14,6,Jun,2025,7,Saturday,24,165,0,1,0,0
1262,23.75,-26.625,6/15/2025,6/15/2025 00:00:00,2025-06-15,2025-06-15 00:00:00,2025-06-15T00:00:00,2025-06-15T00:00:00Z,2025-06-15T00:00:00-07:00,2025-06-15T00:00:00-04:00,2025,2025-06,2025-06-15,2025-06-15 00:00:00,2025,202506,20250615,20250615000000,20250615235959,20250615235959.5,15,6,Jun,2025,1,Sunday,25,166,0,1,0,0
1263,23.875,-26.75,6/16/2025,6/16/2025 00:00:00,2025-06-16,2025-06-16 00:00:00,2025-06-16T00:00:00,2025-06-16T00:00:00Z,2025-06-16T00:00:00-07:00,2025-06-16T00:00:00-04:00,2025,2025-06,2025-06-16,2025-06-16 00:00:00,2025,202506,20250616,20250616000000,20250616235959,20250616235959.5,16,6,Jun,2025,2,Monday,25,167,0,1,0,0
1264,24,-26.875,6/17/2025,6/17/2025 00:00:00,2025-06-17,2025-06-17 00:00:00,2025-06-17T00:00:00,2025-06-17T00:00:00Z,2025-06-17T00:00:00-07:00,2025-06-17T00:00:00-04:00,2025,2025-06,2025-06-17,2025-06-17 00:00:00,2025,202506,20250617,20250617000000,20250617235959,20250617235959.5,17,6,Jun,2025,3,Tuesday,25,168,0,1,0,0
1265,24.125,-27,6/18/2025,6/18/2025 00:00:00,2025-06-18,2025-06-18 00:00:00,2025-06-18T00:00:00,2025-06-18T00:00:00Z,2025-06-18T00:00:00-07:00,2025-06-18T00:00:00-04:00,2025,2025-06,2025-06-18,2025-06-18 00:00:00,2025,202506,20250618,20250618000000,20250618235959,20250618235959.5,18,6,Jun,2025,4,Wednesday,25,169,0,1,0,0
1266,24.25,-27.125,6/19/2025,6/19/2025 00:00:00,2025-06-19,2025-06-19 00:00:00,2025-06-19T00:00:00,2025-06-19T00:00:00Z,2025-06-19T00:00:00-07:00,2025-06-19T00:00:00-04:00,2025,2025-06,2025-06-19,2025-06-19 00:00:00,2025,202506,20250619,20250619000000,20250619235959,20250619235959.5,19,6,Jun,2025,5,Thursday,25,170,0,1,0,0
1267,24.375,-27.25,6/20/2025,6/20/2025 00:00:00,2025-06-20,2025-06-20 00:00:00,2025-06-20T00:00:00,2025-06-20T00:00:00Z,2025-06-20T00:00:00-07:00,2025-06-20T00:00:00-04:00,2025,2025-06,2025-06-20,2025-06-20 00:00:00,2025,202506,20250620,20250620000000,20250620235959,20250620235959.5,20,6,Jun,2025,6,Friday,25,171,0,1,0,0
1268,24.5,-27.375,6/21/2025,6/21/2025 00:00:00,2025-06-21,2025-06-21 00:00:00,2025-06-21T00:00:00,2025-06-21T00:00:00Z,2025-06-21T00:00:00-07:00,2025-06-21T00:00:00-04:00,2025,2025-06,2025-06-21,2025-06-21 00:00:00,2025,202506,20250621,20250621000000,20250621235959,20250621235959.5,21,6,Jun,2025,7,Saturday,25,172,0,1,0,0
1269,24.75,-27.5,6/22/2025,6/22/2025 00:00:00,2025-06-22,2025-06-22 00:00:00,2025-06-22T00:00:00,2025-06-22T00:00:00Z,2025-06-22T00:00:00-07:00,2025-06-22T00:00:00-04:00,2025,2025-06,2025-06-22,2025-06-22 00:00:00,2025,202506,20250622,20250622000000,20250622235959,20250622235959.5,22,6,Jun,2025,1,Sunday,26,173,0,1,0,0
1270,24.875,-27.625,6/23/2025,6/23/2025 00:00:00,2025-06-23,2025-06-23 00:00:00,2025-06-23T00:00:00,2025-06-23T00:00:00Z,2025-06-23T00:00:00-07:00,2025-06-23T00:00:00-04:00,2025,2025-06,2025-06-23,2025-06-23 00:00:00,2025,202506,20250623,20250623000000,20250623235959,20250623235959.5,23,6,Jun,2025,2,Monday,26,174,0,1,0,0
1271,25,-27.75,6/24/2025,6/24/2025 00:00:00,2025-06-24,2025-06-24 00:00:00,2025-06-24T00:00:00,2025-06-24T00:00:00Z,2025-06-24T00:00:00-07:00,2025-06-24T00:00:00-04:00,2025,2025-06,2025-06-24,2025-06-24 00:00:00,2025,202506,20250624,20250624000000,20250624235959,20250624235959.5,24,6,Jun,2025,3,Tuesday,26,175,0,1,0,0
1272,25.125,-27.875,6/25/2025,6/25/2025 00:00:00,2025-06-25,2025-06-25 00:00:00,2025-06-25T00:00:00,2025-06-25T00:00:00Z,2025-06-25T00:00:00-07:00,2025-06-25T00:00:00-04:00,2025,2025-06,2025-06-25,2025-06-25 00:00:00,2025,202506,20250625,20250625000000,20250625235959,20250625235959.5,25,6,Jun,2025,4,Wednesday,26,176,0,1,0,0
1273,25.25,-28,6/26/2025,6/26/2025 00:00:00,2025-06-26,2025-06-26 00:00:00,2025-06-26T00:00:00,2025-06-26T00:00:00Z,2025-06-26T00:00:00-07:00,2025-06-26T00:00:00-04:00,2025,2025-06,2025-06-26,2025-06-26 00:00:00,2025,202506,20250626,20250626000000,20250626235959,20250626235959.5,26,6,Jun,2025,5,Thursday,26,177,0,1,0,0
1274,25.375,-28.125,6/27/2025,6/27/2025 00:00:00,2025-06-27,2025-06-27 00:00:00,2025-06-27T00:00:00,2025-06-27T00:00:00Z,2025-06-27T00:00:00-07:00,2025-06-27T00:00:00-04:00,2025,2025-06,2025-06-27,2025-06-27 00:00:00,2025,202506,20250627,20250627000000,20250627235959,20250627235959.5,27,6,Jun,2025,6,Friday,26,178,0,1,0,0
1275,25.5,-28.25,6/28/2025,6/28/2025 00:00:00,2025-06-28,2025-06-28 00:00:00,2025-06-28T00:00:00,2025-06-28T00:00:00Z,2025-06-28T00:00:00-07:00,2025-06-28T00:00:00-04:00,2025,2025-06,2025-06-28,2025-06-28 00:00:00,2025,202506,20250628,20250628000000,20250628235959,20250628235959.5,28,6,Jun,2025,7,Saturday,26,179,0,1,0,0
1276,25.75,-28.375,6/29/2025,6/29/2025 00:00:00,2025-06-29,2025-06-29 00:00:00,2025-06-29T00:00:00,2025-06-29T00:00:00Z,2025-06-29T00:00:00-07:00,2025-06-29T00:00:00-04:00,2025,2025-06,2025-06-29,2025-06-29 00:00:00,2025,202506,20250629,20250629000000,20250629235959,20250629235959.5,29,6,Jun,2025,1,Sunday,27,180,0,1,0,0
1277,25.875,-28.5,6/30/2025,6/30/2025 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30T00:00:00,2025-06-30T00:00:00Z,2025-06-30T00:00:00-07:00,2025-06-30T00:00:00-04:00,2025,2025-06,2025-06-30,2025-06-30 00:00:00,2025,202506,20250630,20250630000000,20250630235959,20250630235959.5,30,6,Jun,2025,2,Monday,27,181,0,1,0,0
1278,26,-29.625,7/1/2025,7/1/2025 00:00:00,2025-07-01,2025-07-01 00:00:00,2025-07-01T00:00:00,2025-07-01T00:00:00Z,2025-07-01T00:00:00-07:00,2025-07-01T00:00:00-04:00,2025,2025-07,2025-07-01,2025-07-01 00:00:00,2025,202507,20250701,20250701000000,20250701235959,20250701235959.5,1,7,Jul,2025,3,Tuesday,27,182,0,1,0,0
1279,26.125,-29.75,7/2/2025,7/2/2025 00:00:00,2025-07-02,2025-07-02 00:00:00,2025-07-02T00:00:00,2025-07-02T00:00:00Z,2025-07-02T00:00:00-07:00,2025-07-02T00:00:00-04:00,2025,2025-07,2025-07-02,2025-07-02 00:00:00,2025,202507,20250702,20250702000000,20250702235959,20250702235959.5,2,7,Jul,2025,4,Wednesday,27,183,0,1,0,0
1280,26.25,-29.875,7/3/2025,7/3/2025 00:00:00,2025-07-03,2025-07-03 00:00:00,2025-07-03T00:00:00,2025-07-03T00:00:00Z,2025-07-03T00:00:00-07:00,2025-07-03T00:00:00-04:00,2025,2025-07,2025-07-03,2025-07-03 00:00:00,2025,202507,20250703,20250703000000,20250703235959,20250703235959.5,3,7,Jul,2025,5,Thursday,27,184,0,1,0,0
1281,26.375,-30,7/4/2025,7/4/2025 00:00:00,2025-07-04,2025-07-04 00:00:00,2025-07-04T00:00:00,2025-07-04T00:00:00Z,2025-07-04T00:00:00-07:00,2025-07-04T00:00:00-04:00,2025,2025-07,2025-07-04,2025-07-04 00:00:00,2025,202507,20250704,20250704000000,20250704235959,20250704235959.5,4,7,Jul,2025,6,Friday,27,185,0,1,0,0
1282,26.5,-30.125,7/5/2025,7/5/2025 00:00:00,2025-07-05,2025-07-05 00:00:00,2025-07-05T00:00:00,2025-07-05T00:00:00Z,2025-07-05T00:00:00-07:00,2025-07-05T00:00:00-04:00,2025,2025-07,2025-07-05,2025-07-05 00:00:00,2025,202507,20250705,20250705000000,20250705235959,20250705235959.5,5,7,Jul,2025,7,Saturday,27,186,0,1,0,0
1283,26.75,-30.25,7/6/2025,7/6/2025 00:00:00,2025-07-06,2025-07-06 00:00:00,2025-07-06T00:00:00,2025-07-06T00:00:00Z,2025-07-06T00:00:00-07:00,2025-07-06T00:00:00-04:00,2025,2025-07,2025-07-06,2025-07-06 00:00:00,2025,202507,20250706,20250706000000,20250706235959,20250706235959.5,6,7,Jul,2025,1,Sunday,28,187,0,1,0,0
1284,26.875,-30.375,7/7/2025,7/7/2025 00:00:00,2025-07-07,2025-07-07 00:00:00,2025-07-07T00:00:00,2025-07-07T00:00:00Z,2025-07-07T00:00:00-07:00,2025-07-07T00:00:00-04:00,2025,2025-07,2025-07-07,2025-07-07 00:00:00,2025,202507,20250707,20250707000000,20250707235959,20250707235959.5,7,7,Jul,2025,2,Monday,28,188,0,1,0,0
1285,27,-30.5,7/8/2025,7/8/2025 00:00:00,2025-07-08,2025-07-08 00:00:00,2025-07-08T00:00:00,2025-07-08T00:00:00Z,2025-07-08T00:00:00-07:00,2025-07-08T00:00:00-04:00,2025,2025-07,2025-07-08,2025-07-08 00:00:00,2025,202507,20250708,20250708000000,20250708235959,20250708235959.5,8,7,Jul,2025,3,Tuesday,28,189,0,1,0,0
1286,27.125,-30.625,7/9/2025,7/9/2025 00:00:00,2025-07-09,2025-07-09 00:00:00,2025-07-09T00:00:00,2025-07-09T00:00:00Z,2025-07-09T00:00:00-07:00,2025-07-09T00:00:00-04:00,2025,2025-07,2025-07-09,2025-07-09 00:00:00,2025,202507,20250709,20250709000000,20250709235959,20250709235959.5,9,7,Jul,2025,4,Wednesday,28,190,0,1,0,0
1287,27.25,-30.75,7/10/2025,7/10/2025 00:00:00,2025-07-10,2025-07-10 00:00:00,2025-07-10T00:00:00,2025-07-10T00:00:00Z,2025-07-10T00:00:00-07:00,2025-07-10T00:00:00-04:00,2025,2025-07,2025-07-10,2025-07-10 00:00:00,2025,202507,20250710,20250710000000,20250710235959,20250710235959.5,10,7,Jul,2025,5,Thursday,28,191,0,1,0,0
1288,27.375,-30.875,7/11/2025,7/11/2025 00:00:00,2025-07-11,2025-07-11 00:00:00,2025-07-11T00:00:00,2025-07-11T00:00:00Z,2025-07-11T00:00:00-07:00,2025-07-11T00:00:00-04:00,2025,2025-07,2025-07-11,2025-07-11 00:00:00,2025,202507,20250711,20250711000000,20250711235959,20250711235959.5,11,7,Jul,2025,6,Friday,28,192,0,1,0,0
1289,27.5,-31,7/12/2025,7/12/2025 00:00:00,2025-07-12,2025-07-12 00:00:00,2025-07-12T00:00:00,2025-07-12T00:00:00Z,2025-07-12T00:00:00-07:00,2025-07-12T00:00:00-04:00,2025,2025-07,2025-07-12,2025-07-12 00:00:00,2025,202507,20250712,20250712000000,20250712235959,20250712235959.5,12,7,Jul,2025,7,Saturday,28,193,0,1,0,0
1290,27.75,-31.125,7/13/2025,7/13/2025 00:00:00,2025-07-13,2025-07-13 00:00:00,2025-07-13T00:00:00,2025-07-13T00:00:00Z,2025-07-13T00:00:00-07:00,2025-07-13T00:00:00-04:00,2025,2025-07,2025-07-13,2025-07-13 00:00:00,2025,202507,20250713,20250713000000,20250713235959,20250713235959.5,13,7,Jul,2025,1,Sunday,29,194,0,1,0,0
1291,27.875,-31.25,7/14/2025,7/14/2025 00:00:00,2025-07-14,2025-07-14 00:00:00,2025-07-14T00:00:00,2025-07-14T00:00:00Z,2025-07-14T00:00:00-07:00,2025-07-14T00:00:00-04:00,2025,2025-07,2025-07-14,2025-07-14 00:00:00,2025,202507,20250714,20250714000000,20250714235959,20250714235959.5,14,7,Jul,2025,2,Monday,29,195,0,1,0,0
1292,28,-31.375,7/15/2025,7/15/2025 00:00:00,2025-07-15,2025-07-15 00:00:00,2025-07-15T00:00:00,2025-07-15T00:00:00Z,2025-07-15T00:00:00-07:00,2025-07-15T00:00:00-04:00,2025,2025-07,2025-07-15,2025-07-15 00:00:00,2025,202507,20250715,20250715000000,20250715235959,20250715235959.5,15,7,Jul,2025,3,Tuesday,29,196,0,1,0,0
1293,28.125,-31.5,7/16/2025,7/16/2025 00:00:00,2025-07-16,2025-07-16 00:00:00,2025-07-16T00:00:00,2025-07-16T00:00:00Z,2025-07-16T00:00:00-07:00,2025-07-16T00:00:00-04:00,2025,2025-07,2025-07-16,2025-07-16 00:00:00,2025,202507,20250716,20250716000000,20250716235959,20250716235959.5,16,7,Jul,2025,4,Wednesday,29,197,0,1,0,0
